model,prompt,expected_records,generation_records_n,valid_test_n,valid_rate_end_to_end_pct,coverage_complete_n,mutation_complete_or_not_applicable_n,smell_complete_n,full_metric_record_n,duplicate_key_n,missing_generation_record_n,smell_instances_total,smell_density,smell_free_tests_n,smell_free_tests_pct,smell_free_tests_display,IC_macro_mean_pct,LC_macro_mean_pct,BC_macro_mean_pct,MC_macro_mean_pct,MS_macro_mean_pct,IC_weighted_pct,LC_weighted_pct,BC_weighted_pct,MC_weighted_pct,MS_weighted_pct,mutations_total,mutations_killed,repo_cache_removed_n,generation_status_counts,full_status_counts,smell_entity_totals,table_iii_ready,full_quality_ready
EvoSuite,Search-based baseline,40,40,19,47.5,19,19,19,19,0,0,684,36.0,0,0.0,0 (0.00%),71.17,71.84,63.53,78.03,51.05,77.12,74.89,74.84,84.88,55.1,412,227,38,"{""BASELINE_FAILED"": 3, ""GENERATION_FAILED"": 12, ""GENERATION_TIMEOUT"": 1, ""TEST_FAILED"": 3, ""TOOL_ERROR"": 2, ""VALID"": 19}","{""COMPLETE"": 19, ""GENERATION_INVALID"": 15, ""INFRA_ERROR"": 6}","{""Assertion Roulette"": 22, ""Conditional Test Logic"": 0, ""Constructor Initialization"": 0, ""Default Test"": 0, ""Dependent Test"": 0, ""Duplicate Assert"": 0, ""Eager Test"": 61, ""EmptyTest"": 1, ""Exception Handling"": 151, ""General Fixture"": 0, ""IgnoredTest"": 0, ""Lazy Test"": 296, ""Magic Number Test"": 152, ""Mystery Guest"": 0, ""Print Statement"": 0, ""Redundant Assertion"": 0, ""Resource Optimism"": 0, ""Sensitive Equality"": 0, ""Sleepy Test"": 0, ""Unknown Test"": 1, ""Verbose Test"": 0}",True,True
