TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Size,Length,Total_Time
com.capgemini.coedevon.codingdojo.rockpaperscissorslizardspock.RockPaper,BRANCH,1.0,30,30,13,26,64183
